Sentence,types,Sentiment,levels
"#ม็อบ10กุมภา ตำรวจประกาศให้ยุติการชุม!! #เรื่องนี้ถึงโต๊ะหมัด 

ชี้ฝ่าฝืน พ.ร.ก.ฉุกเฉิน และ พ.ร.บ.โรคติดต่อ เนื่องจากอยู่ในสถานการณ์การแพร่ระบาดของโควิด-19  และไม่อนุญาตให้มีการชุมนุมมั่วสุมใดๆ 

ระหว่างประกาศประชาชนที่มาชุมนุมได้ตะโกนและแสดงความไม่พอใจต่อกาาประกาศของเจ้าหน้าที่ https://t.co/QNCqOOXiJC",รายงานสถานการณ์,ไม่เดือดร้อน,0
@babyfforfaii นานแล้ว ตั้งแต่ม้อบรอบแรกๆ ตั้งแต่พี่ตกงานเพราะโควิดแล้วพี่ด่าลุงเค้ามั้ง55555555555555555555,อื่นๆ,ไม่เดือดร้อน,0
@fishho213 ทุกครั้งก็ไม่มีใครติดโควิดมาจากม็อบนะ เห็นก็ติดมาจากที่อื่น  บ่อนบ้าง  ปาร์ตี้บาง,อื่นๆ,ไม่เดือดร้อน,0
"@guangne @SabaiFreedom ด่ากันไป
ดูผลงานลุงตู่
บ้านเรา โควิด
0 % https://t.co/ddPZrjfOjB",อื่นๆ,ไม่เดือดร้อน,0
"@phoom91 นานาจิตตัง โลกนี้เป๋าธรรมดา
ถ้าเป็นนักธุรกิจ..ลงทุนคือกำไร
นักการเมือง..ผลประโยชน์คือรางวัล..ของมันต้องใช้ตังนะ.
มึงเข่าไปถึง..มึงจะสงสารตัวเอง
มึงอย่าไปด่า..ว่ามัน..ไอ้วัน..เหลิม.
นรกติดจรวด..โควิด-19/20
จะเอามันไปเร็วๆนี้..มันเห่ามากแมสก้อไม่ใส่..",อื่นๆ,ไม่เดือดร้อน,0
"@PMOC10 ภาพรวมยังพอไหว
ทุกกระทรวงมี
ทุกจังหวัด
ไม่มีข่าวร้ายแรง
เว้น โควิด แต่ไทย
ติดอันดับ 4  ที่ทำ
ได้ดี  ที่อึดอัดใจ
คนไทยที่หลงผิด
ิอยู่ในสภามากมาย
นอกสภาธนาธรฯ
แปลกมากครับ
คนทั่วไป วิญญูชน
เข้าใจ เหตุไฉน
ธนาธร ฯ  ไม่ยอมที่
จะเข้าใจ  งง ครับ
ทำผิด ยอมรับผิด
มันง่ายจะตาย
เสียดายเวลา@ https://t.co/ePye6cXMGr",อื่นๆ,ไม่เดือดร้อน,0
"@PR_dmh ปล่อยวาง
ในสถานการณ์
การเมือง
และไวรัส โควิด
แต่ ทำงานเต็มที่ https://t.co/CkClvKOPie",อื่นๆ,ไม่เดือดร้อน,0
"@suthichai ขาดจรรยาบรรณ
บาปกรรมของ
เชื้อชาติ เมียนม่า
กฎแห่งกรรม กรรม 12
กรรมวิสัย
อจินไตย
un think able
อารยะ  ที่ไหน
อนารยะ
อนาธิปไตย
อายชาวโลก
อังกฤษครอบครอง
ตามยถากรรม
U N ปกครอง
กระมัง
ชาวโลกมองดู
โควิด 19
ตาย ทุก ออง
ทุกหม่อง
ทุกคน
ถ้าจะขาดจิตสำนึก
ขนาดนั้น
คนดี นักบุญ
คงมีอยู่แน่ครับ https://t.co/XoSudyoII4",อื่นๆ,ไม่เดือดร้อน,0
@TLHR2014 @ItsMinute เมื่อไหร่จะหมดโควิด อยากไปไล่ประยุธ,อื่นๆ,ไม่เดือดร้อน,0
"@ViewAhView1 @NuchofPalit_SP ประเทศไทย
ยังต้องสงบ
เรื่องประเทศพม่า
ขอเป็นเรื่องพม่า
เถิด สงสาร
คนไทยครับ
อยากให้สงบ
เงียบ ช่วงโควิด
รอบนี้  แรงกว่า
ปีที่แล้ว https://t.co/iWkvPwiaeQ",อื่นๆ,ไม่เดือดร้อน,0
"BREAKING: แรงงานเมียนมาแสดงความไม่พอใจทหารต่อการทำรัฐประหาร

กลุ่มแรงงานชาวเมียนมารวมตัวกันหน้าสถานทูตเมียนม เพื่อแสดงความไม่พอใจที่ทหารเมียนมาประกาศทำรัฐประหาร รัฐบาลของนางอองซาน ซูจี พรรคสันนิบาตรเพื่อประชาธิปไตยแห่งชาติ

คำถามคือ มาตรการการแพร่ระบาดของโควิดล่ะ?

#รัฐประหาร",ความเป็นอยู่,เดือดร้อน,2
โควิดคือไข้การเมืองจริงหรือไม่?...,ไม่สบายใจ,เดือดร้อน,1
ฉันผุ้อดสูกับแฮชแทกนี้ #ไม่สู้ก็อยู่อย่างไทย เอาจริงเห็นคนเมียนม่าสู้ชั้นนี้ชื่นชมเอาใจช่วยเลยค่ะ  พร้อมเตรียมหาลู่ทางสู่ธุรกิจพม่ายุคใหม่ ตอนโควิดไปประชาชนชนชนะ  ชั้นว่าพม่าอ่ะมีแวว ประเทศเพื่อนบ้านน่าจะอีกนาน,ไม่สบายใจ,เดือดร้อน,2
ถ้าโควิดจะกลับมาเพราะม๊อบ กะเลว กะราด พวกนี้อีกครั้งน่ะ 🤬🤬🤬 #สนับสนุน112,ไม่สบายใจ,ไม่เดือดร้อน,0
ทำไมเมื่อวานถึงปล่อยให้มีคนพม่ามาประท้วงกันที่หน้าตึกUN คนมาชุมนุมแออัดกันเยอะมากๆแบบนั้น ลืมเรื่องการป้องกันโควิดกันไปเลย #โควิด19 #แรงงานพม่า https://t.co/wSygYhk4xN,ความเป็นอยู่,เดือดร้อน,2
'ธนาธร' เฮ! ศาลสั่งเพิกถอนคำร้องดีอีเอส ไม่ระงับคลิปไลฟ์สดวัคซีนโควิด https://t.co/gX28tFeTVH,รายงานสถานการณ์,ไม่เดือดร้อน,0
บ้านพ่อมึงซื้อทิชชู่เป็นหมื่นล้านเหรอ สติปัญญาผู้นำเหล่าทัพมีแต่แบบนี้ แค่ใครพูดว่าปกป้อง สถบ เป็นก็จะได้ตำแหน่งแล้วละ #ทหารมีไว้ทำไม #โควิด19 #รัฐบาลส้นตีน https://t.co/9F8uFlESPz,ไม่สบายใจ,เดือดร้อน,2
บ้าไปแล้ว 1.เรื่องการจับกุมแกนนำม๊อบ พวกเขาทำผิดกฎหมาย เจ้าหน้าที่ห้ามก็ทำร้ายเจ้าหน้าที่ เขาฝ่าฝืนกม.บ้านเมือง คุณมาแสดงความห่วงใยอะไรไม่ทราบ 2.เรื่องความร่วมมือจัดการโควิด 3.ทั้งสองเรื่อง สหรัฐควรจัดการบ้านตัวเองให้ดีเสียก่อน #ทำผิดต้องรับผิด #shutup https://t.co/bmigOAyLis,ความเป็นอยู่,เดือดร้อน,2
ผู้ชุมนุมเค้าควรรับผิดชอบว่าจะเกิดการระบาดของโควิด19 มั้ยนี่ ...เหนื่อยใจนะนี่! https://t.co/i7v5o7BMK6,ความเป็นอยู่,ไม่เดือดร้อน,0
ไม่กระทบความมั่นคง! ศาลสั่งเลิกระงับไลฟ์สด‘ธนาธร’ชี้แค่วิจารณ์ รบ.ซื้อวัคซีนโควิดฯ https://t.co/KkECUyoXhf,ไม่สบายใจ,ไม่เดือดร้อน,0
รัฐฯควรจะช่วยให้ถ้วนหน้าปราศจากข้อแม้ครับทุกคนเดือดร้อนกันหมดครับช่วงโควิดรอบนี้ https://t.co/PkFnzpgKNG,ความเป็นอยู่,เดือดร้อน,2
สลิ่มคนนึงเปงครู รร แม่กุ เค้าบอกเราจะไปยุ่งการเมืองทำไม มีโควิดแล้วยังไง เงินเดือนพวกเราก็ไม่ลด อีสัสเป็นเด็กกุจะตบให้หน้าหัน เห็นแก่ตัวชิบหาย ไม่เคยตระหนักถึงค.เหลื่อมล้ำ ไม่เคยรู้เรื่องเศรษฐกิจว่าเหี้ยแค่ไหน นั่งแดกเงินเดือนเยอะๆจากภาษีปชช รู้สึกอายบ้างป่ะวะ,ความเป็นอยู่,เดือดร้อน,2
"หลงจู๊  เจ้าของบ่อนรายใหญ่ ภาคตะวันออก  เปิดปาก บอก
ถูกกลั่นเเกล้ง หลังถูกตำรวจบุกจับ #หลงจู๊สมชาย #บ่อนพนัน #โควิด19 https://t.co/w5nqdEInpV",อื่นๆ,ไม่เดือดร้อน,0
หลังเที่ยงคืนวันนี้ตัดสัญญาณอินเตอร์เน็ต สัญญาณโทรศัพท์ทุกอย่างที่เป็นของพม่า ส่วนสัญญาณไทยก็งอกๆ ง่อยๆ เฮ้ออออออ โควิดก็เพิ่งจะดี มารัฐประหารอีก ไม่ต้องทำมาหากินกันพอดี 😿😿,ความเป็นอยู่,เดือดร้อน,2
หันมามองไทย #ไม่เอา #ไม่อยากยุ่ง #ช่างมันเถอะ #ปลง #เดี๋ยวก็ลืม #ไม่สู้ก็อยู่อย่างไทย ยอมชาวพม่าใจสู้รวมเป็นหนึ่งเดียว ไทยล่ะ #สองข้าง ไม่รู้จักผิดชอบชั่วดี อะไรผิดอะไรถูก ตอนนี้หรอ ไทยคิดไม่ได้   ไทยคือชาติเดียวในเอเชียที่ไม่ได้รับการช่วยเหลือ COVID-19 จากนานาประเทศ #ไทยไมีพวก https://t.co/FchfMADDgc,อื่นๆ,เดือดร้อน,1
แหมก็ฝ่ายค้านจะแขยงแล้วเหรอไม่น่ะพ่อผมยังไม่ได้โควิดรอบสองสองอย่าเป็นอะไรน่ะให้กำลังใจสู้ๆพ่อพี่ๆhttps://t.co/Bz34F4TAMg,ไม่สบายใจ,ไม่เดือดร้อน,0
""" ทุกส่วนร่วมใจต้านภัยโควิด COVID-19"" กอ.รมน.จว.ปราจีนฯ ร่วมกับ มทบ.12 ส่วนราชการในพื้นที่ ให้ความรู้การป้องกันไวรัส COVID-19 แก่น้องนักเรียนพร้อมแจกเจลล้างมือให้กับ ร.ร.ในพื้นที่ ได้แก่ ร.ร.ปราจีนราษฎบำรุง,ร.ร.ปราจีนกัลยานี และวิทยาลัยเทคนิคปราจีนฯ 
#กอรมนภาค1
#โควิด19 https://t.co/IeFzpff0Be",อื่นๆ,ไม่เดือดร้อน,0
คณะแพทยศาสตร์ มหาวิทยาลัยเชียงใหม่ เตือนการสัมผัสอาจจะทำให้เชื้อไวรัสติดท่านได้ แนะต้องล้างมือบ่อยๆนะ #โควิดวันนี้ https://t.co/hxb4a042uK,ความเป็นอยู่,ไม่เดือดร้อน,0
จะโดนตรวจโควิดอีกเเล้วจ้า 🥺,ไม่สบายใจ,เดือดร้อน,1
ซื้อชุดตรวจโควิดมาตรวจเองได้ไหม? หมอว่าซั่น https://t.co/5H2xz1Jl29 via @YouTube,การรักษา,ไม่เดือดร้อน,0
ป่วยยุคโควิด https://t.co/00ZZeig1PC,อื่นๆ,ไม่เดือดร้อน,0
ป้องกันCOVID-19 (ขำไปรักเสมอynwa) https://t.co/p7mu3euHl4,อื่นๆ,ไม่เดือดร้อน,0
มาตราการการป้องกันโควิด-19 พนักงานทุกคนสวมใส่หน้ากากอนามัยในตลอดเวลาที่ให้บริการลูกค้า มีเจลล้างมือบริการลูกค้าทุกท่านที่หน้าร้าน ฉีดสเปรย์ฆ่าเชื้อและแอลกอฮอล์บนผิวสัมผัสทุกวันนะคะ มั่นใจได้ค่ะ,การรักษา,ไม่เดือดร้อน,0
โรคโควิด-19 ไม่ได้เป็นไข้พิษที่มีความร้อนสูงและปรากฏรอยโรคขึ้นบริเวณผิวหนังเช่นเดียวกับไข้พิษ 18 ประการ แต่เป็นลักษณะของพิษไข้ที่กินอยู่ จมอยู่ ฝังอยู่ภายในทรวงอก คือปอด (ปัปผาสัง) ซึ่งเป็นที่ตั้งของอุระเสมหะ-การเคลื่อนไหลเวียนธาตุน้ำไม่ดี ไอความร้อนคั่งค้าง ...,การรักษา,เดือดร้อน,1
วันว่างๆ ชบด คนไข้โควิด 1 case ก่อนหยุดยาว https://t.co/hyRRGTWl1l,การรักษา,ไม่เดือดร้อน,0
เสียวกว่าตอนตรวจ ก็ตอนลุ้นผลตรวจ นิล่ะ #โควิด19,ไม่สบายใจ,ไม่เดือดร้อน,0
��❤ บริษัท เอ็มเค เรสโตรองค์ กรุ๊ป จำกัด (มหาชน) ร่วมกับมูลนิธิป้าทองคำ มอบทุนสนับสนุนงานวิจัยให้แก่ศูนย์เชี่ยวชาญเฉพาะทางด้านไวรัสวิทยาคลินิก รวมเป็นเงินจำนวน 6 ล้านบาท เพื่อพัฒนาความสามารถในการรับมือกับโรคไวรัส โควิด-19 ในวันที่ 8 ก.พ. 2564 https://t.co/ejq0PK2mTq,หาความช่วยเหลือ,ไม่เดือดร้อน,0
@Motaatom ติดโควิดกลัวจะไม่มีคอร์สเรียน 🥲 เดี๋ยวเช็คก่อน,อื่นๆ,เดือดร้อน,1
"ช่วงโควิด งบบริจาคหดหาย อาคารใหม่ที่มีเครือโรงแรมแห่งนึงจะสร้างให้ ต้องพับโครงการไปก่อน เพราะกระทบหนัก

อาคารโรงเรียนไม้ เก่าเกือบ 50 ปีแล้ว ปลวกกิน พื้นทะลุ

รร.ขาดแคลน ของใช้จำเป็นทุกด้าน ข้าวสาร อาหารแห้ง ทุนการศึกษา สนใจบริจาค ตามเบอร์บัญชีในรูปได้เลยนะ https://t.co/uXcyfwLSqZ",การรักษา,ไม่เดือดร้อน,0
ถ้าไม่มีโควิด ฉันจะไปเรียนโทที่ญี่ปุ่น,ไม่สบายใจ,เดือดร้อน,1
"💙💜ประกาศปิดสถานศึกษาด้วยเหตุพิเศษเพื่อป้องกันการแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 หรือ COVID 19 ฉบับที่ 6💙💜
📣ปิดสถานศึกษาด้วยเหตุพิเศษ 8​ - 11 กพ 64
📣ให้นักเรียนและผู้ปกครองติดตามข่าวสารที่โรงเรียนประกาศอย่างต่อเนื่องและปฏิบัติตามอย่างเคร่งครัด
#โรงเรียนศึกษานารีวิทยา https://t.co/hDeTWcNrPo",รายงานสถานการณ์,ไม่เดือดร้อน,0
"#ไทยชนะ 
ทำเถอะนะ อันนี้เสนอไม่รู้ใครเห็นด้วยไหม ระหว่างชุดตรวจ #โควิด19  กับวัคซีนที่สั่งซื้อมารอฉีด
ในช่วงที่นักเรียนกลับมาเปิดเรียนกัน ทำไมไม่แบ่งงบมา ตรวจแบบนักเรียน ครู ที่มาเรียน แล้วกลับไปเรียน ออนไลน์ ก่อน #เลื่อนเปิดเทอม #โควิดวันนี้ https://t.co/l994TPclZ2",การรักษา,ไม่เดือดร้อน,0
"#สร้างการรับรู้ #สู้ภัยโควิด
กอ.รมน.จังหวัด ช.บ.บูรณาการ มทบ.14 ร่วมกับอสม.จังหวัดประชาสัมพันธ์ สร้างการรับรู้ การป้องกันตนเอง จากโควิด-19 การใช้แอพปลิเคชั่น “ไทยชนะ” และ “หมอชนะ” พร้อมทั้งแจกจ่ายข้าวสารอาหารแห้งให้กับประชาชน https://t.co/mGAvvF54xK",รายงานสถานการณ์,ไม่เดือดร้อน,0
@Callmeskinhead ได้เลยจ้าาา แต่น่าจะอีกนานคะ รอน้องโควิดหายก่อน คิดถึงนะคะ ฝันดีน๊า 💙😘,อื่นๆ,ไม่เดือดร้อน,0
@js100radio คิดเห็นว่าในจุฬาเองคงคุมได้​ แต่สิ่งที่กังวลคือเชื้อจะหลุดออกมาจากจุฬาฯแล้ว​รึปล่าว​ หรือโควิดชุดนี้มาจากไหน​ อาจจะมาจากที่อื่นแต่จุฬาตรวจเจอ ย่านสามย่านพระรามสี่​ ชุมชนทั้งนั้น​ มาอีกนิดก็ชุมชนโปโล​ บ่อนไก่​ คลองเตย​ ตลาดต่างๆ,ความเป็นอยู่,เดือดร้อน,1
@PankGelo จะเข้าฉายวันไหนน้อออ คาคการไม่ได้เลยกะเจ้าโควิด https://t.co/DYSSVO6Rmb,ความเป็นอยู่,เดือดร้อน,1
@pippinpita เท่าที่ได้ฟังบทสัมภาษณ์ รมต.คลัง มา เค้าบอกว่า ถ้าเอาเข้าบัญชีเลย กลัวจะไปรุมถอนเงินกัน ที่ ธ. จะเกิดความเสี่ยง ต้องการลดความแออัด ทั้งที่ ธ. และ ตู้ ATM และลดการสัมผัสธนบัตร อาจมีเชื้อโควิด เค้าว่ามาทำนองนี้,ความเป็นอยู่,ไม่เดือดร้อน,0
"@PMOC10 สงครามโควิด 19
ผู้คนเป็นจำนวนมาก
เก็บตัวหลายเดือน
มี มือถือโซเชียล
บ้านเมืองสงบ
เงียบเชียบ
สิ่งที่รัฐทำ
คือผลิตอาหาร
เลี้ยงประชาชน
ทั่วประเทศ
ไทยเราไม่อดตาย https://t.co/T5p8RU5LIL",ความเป็นอยู่,ไม่เดือดร้อน,0
@RedSkullxxx ควรวางมือถือ และเก็บสัมภาระให้เรียบร้อย ไม่วางข้างบน ก็วางใต้ที่นั่งข้างหน้า เวลาคุณใช้มือถือนั้นอาจจะทำให้คนอื่นที่เดินตามหลังทุลักทุเลเบียดเสียดได้ ช่วงโควิดต้องมีระยะห่างนะคะ+ตามกฎแอร์บนเครื่องไม่มีหน้าที่หยิบยกกระเป๋าใคร 🤗#ชั้นไม่ยอมเป็นทาสคุณหรอกค่ะ,อื่นๆ,ไม่เดือดร้อน,0
การที่ นศ.ตั้งคำถามเรื่องการเปิดเรียนโดยไม่กักตัว เนื่องจากสถานการณ์โควิดที่มียอดพุ่งสูงขึ้นทุกวัน แต่ดูสิ่งที่ อ.ทำคืออะไรอ่ะ ม.เป็นพื้นที่เสรีภาพในการแสดงความคิดเห็นไม่ใช่หรอ แค่การตั้งคำถาม ทำไหม อ.ถึงอยากคุยกับ นศ. เป็นการส่วนตัว นี้หรือเรียกว่าแหล่งที่อุดมด้วยปัญญา เวท https://t.co/iNL2wAoCLO,ความเป็นอยู่,เดือดร้อน,2
โควิดมาเขาให้อยู่บ้าน ไม่มีงานก็หัดเป็นเกษตรกรปลูกผักสวนครัวกันไป...พอเพียง 🥲 @ หมู่บ้านนภาลัย https://t.co/qvYoMW7nHd,ความเป็นอยู่,ไม่เดือดร้อน,0
โควิดออกไปจากจุฬาดิ้,ไม่สบายใจ,เดือดร้อน,1
