Sentence,types,Sentiment,levels
"ชลบุรี พบคนติดโควิดอีก 18 ราย เชื่อมโยง คลัสเตอร์ผับทองหล่อ 

https://t.co/iO0CpM8JeC",รายงานสถานการณ์,ไม่เดือดร้อน,0
ทำความเข้าใจเกี่ยวกับการฉีดวัคซีนโควิด “วัคซีนโควิดฉีดครบ เพื่อสร้างภูมิคุ้มกัน แต่มีโอกาสติดเชื้อได้ ถ้าเราไม่ป้องกัน เพราะฉะนั้น การ์ดอย่าตกปฎิบัติตามมาตรการ DMHTT https://t.co/olESVmFmwG,วัคซีน,ไม่เดือดร้อน,0
"“วัคซีนโควิด-19 ช่วยลดอาการของโรค ป้องกันการนอนโรงพยาบาล และการเสียชีวิต...”

ศ.นพ.ยง ภู่วรวรรณ

อย่าลืมสวมหน้ากาก รักษาระยะห่าง หมั่นล้างมือ เช็คชื่อใน “ไทยชนะ” และ “หมอชนะ”นะคะ

#สถานการณ์โควิด19
#กรมควบคุมโรค #COVID19
#กระทรวงสาธารณสุข
#ศูนย์ข้อมูลCOVID19
#ไทยรู้สู้โควิด https://t.co/OViQbF92jn",วัคซีน,ไม่เดือดร้อน,0
"""สงกรานต์ 2564"" สรุปข้อมูลรายจังหวัด พื้นที่ไหนต้องกักตัว-รายงานตัว เช็กได้ที่นี่  https://t.co/9FhFb4gNok #สงกรานต์64 #โควิด19 #COVID",อื่นๆ,ไม่เดือดร้อน,0
"เพื่อลดการแพร่กระจายเชื้อไวรัส COVID-19
ขอความร่วมมือ ❌ งดเยี่ยมทุกกรณี ❌
.
ขอให้ทุกคนดูแลสุขภาพตามหลักเกณฑ์ที่กระทรวงสาธารณะสุขกำหนดอย่างเคร่งครัด 
.
อยู่ห่างไว้ ใส่แมสก์กัน หมั่นล้างมือ ตรวจวัดอุณหภูมิ/ตรวจหาเชื้อโควิด-19 (เฉพาะกรณี) และ ใช้แอปฯไทยชนะ 
.
#COVID1 https://t.co/OYzedfG6Yu",อื่นๆ,ไม่เดือดร้อน,0
"ชลบุรีติดโควิด-19 เพิ่ม 141 คน

07.00น. วันนี้ (10 เมษายน ) จ.ชลบุรีรายงานผู้ติดเชื้อโควิด-19รายใหม่ 141 คน￼ ค้นหาเชิงรุกอีก 1,538คน (อยู่ระหว่างรอผลตรวจ ) #โควิดวันนี้ https://t.co/864Gt9uevL",รายงานสถานการณ์,ไม่เดือดร้อน,0
ตร.ติดโควิดแล้ว 130 นาย นครบาลเยอะสุด 50 ราย กักตัวนับพัน https://t.co/eREBTjRLxX via @MatichonOnline,รายงานสถานการณ์,ไม่เดือดร้อน,0
สถานการณ์โควิด-19 วันนี้ ( 12 เม.ย. ) https://t.co/yHcUPhxGn8,รายงานสถานการณ์,ไม่เดือดร้อน,0
เสียชีวิตจาก #โควิด19 วันนี้ 99 ราย,รายงานสถานการณ์,ไม่เดือดร้อน,0
ละเอียดยิบ เปิดเงื่อนไขและขั้นตอนผู้ประกันตน ลงทะเบียนตรวจโควิด-19 ฟรี ... https://t.co/HGkVQp6AFl,การรักษา,ไม่เดือดร้อน,0
"ผู้ประกันตนมีเฮ แรงงาน จับมือ มหาดไทย สปสช. ตรวจโควิด-19 ฟรี! กทม. เริ่ม 17 เม.ย. นี้

https://t.co/Py2LdDMJNY",รายงานสถานการณ์,ไม่เดือดร้อน,0
"ประกาศมหาวิทยาลัยราชภัฏสวนสุนันทา
เรื่อง มาตรการป้องกันการแพร่ระบาดของเชื้อไวรัสโคโรนา (COVID-19) ของนักศึกษา นักเรียนและบุคลากรมหาวิทยาลัยราชภัฏสวนสุนันทา 
 
ลงวันที่ 14 เมษายน 2564
https://t.co/2lEpKI4b77 https://t.co/HzmjILDwdA",รายงานสถานการณ์,ไม่เดือดร้อน,0
"แถลงการณ์สมาคมภัตตาคารไทย

เรื่อง มาตรการของร้านอาหารในช่วงCOVID-19

เรื่อง ข้อปฏิบัติของร้านอาหารในช่วงเวลาที่มีการแพร่ระบาดCOVID -19 อีกครั้ง https://t.co/W32qCin1jT",รายงานสถานการณ์,ไม่เดือดร้อน,0
